chunk_id,label,claim_id,source_id,retrieval_count,ras,nras,gis,dual_risk,content_preview
clean_40164383,clean,doc_40164383,40164383,3,16.421875,0.6,0.6256407039484457,0.37538442236906744,Comparison of allogeneic vs autologous bone marrow–derived mesenchymal stem cells delivered by transendocardial injection in patients with ischemic cardiomyopathy: the POSEIDON ran
clean_7662395,clean,doc_7662395,7662395,2,10.947916666666666,0.39999999999999997,0.936883338067707,0.37475333522708276,Perinatal mortality in rural China: retrospective cohort study.. OBJECTIVES To explore the use of local civil registration data to assess the perinatal mortality in a typical rural
clean_663464,clean,doc_663464,663464,2,10.947916666666666,0.39999999999999997,0.9259596621640372,0.37038386486561486,Age‐associated microRNA expression in human peripheral blood is associated with all‐cause mortality and age‐related traits. Recent studies provide evidence of correlations of DNA m
clean_24019260,clean,doc_24019260,24019260,2,10.947916666666666,0.39999999999999997,0.9255453902870147,0.37021815611480585,"Varenicline, an alpha4beta2 nicotinic acetylcholine receptor partial agonist, selectively decreases ethanol consumption and seeking.. Alcohol dependence is a disease that impacts m"
clean_5107861,clean,doc_5107861,5107861,3,16.421875,0.6,0.6113289650947595,0.3667973790568557,"Chronic variable stress activates hematopoietic stem cells. Exposure to psychosocial stress is a risk factor for many diseases, including atherosclerosis. Although incompletely und"
clean_30774694,clean,doc_30774694,30774694,2,10.947916666666666,0.39999999999999997,0.9098622141214805,0.3639448856485922,T helper 2 cytokines inhibit autophagic control of intracellular Mycobacterium tuberculosis.. Autophagy is a recently recognized immune effector mechanism against intracellular pat
clean_43619625,clean,doc_43619625,43619625,2,10.947916666666666,0.39999999999999997,0.8997691989349268,0.3599076795739707,Inflammatory T cells rapidly induce differentiation of human bone marrow stromal cells into mature osteoblasts.. Activated T cells secrete multiple osteoclastogenic cytokines which
clean_36708463,clean,doc_36708463,36708463,3,16.421875,0.6,0.5990472505761265,0.3594283503456759,Sex differences in sex chromosome gene expression in mouse brain.. A major question is whether genes encoded on the sex chromosomes act directly in non-gonadal tissues to cause sex
clean_6729465,clean,doc_6729465,6729465,2,10.947916666666666,0.39999999999999997,0.889409414951069,0.3557637659804275,Planar Cell Polarity Signaling Pathway in Congenital Heart Diseases. Congenital heart disease (CHD) is a common cardiac disorder in humans. Despite many advances in the understandi
clean_7098463,clean,doc_7098463,7098463,2,10.947916666666666,0.39999999999999997,0.8780946695408967,0.35123786781635863,Adjustable gastric banding and conventional therapy for type 2 diabetes: a randomized controlled trial.. CONTEXT Observational studies suggest that surgically induced loss of weigh
clean_1617327,clean,doc_1617327,1617327,2,10.947916666666666,0.39999999999999997,0.8773140226996976,0.350925609079879,"Bone progenitor dysfunction induces myelodysplasia and secondary leukemia. Mesenchymal cells contribute to the 'stroma' of most normal and malignant tissues, with specific mesenchy"
clean_970012,clean,doc_970012,970012,2,10.947916666666666,0.39999999999999997,0.8753964957673921,0.3501585983069568,Cold Exposure Promotes Atherosclerotic Plaque Growth and Instability via UCP1-Dependent Lipolysis. Molecular mechanisms underlying the cold-associated high cardiovascular risk rema
clean_8891333,clean,doc_8891333,8891333,3,16.421875,0.6,0.5827318263466682,0.3496390958080009,Targeted therapy for cancer stem cells: the patched pathway and ABC transporters. Data from certain leukemias as well as brain and breast cancer indicate that there is a small popu
clean_23557241,clean,doc_23557241,23557241,2,10.947916666666666,0.39999999999999997,0.86422145839585,0.34568858335833996,Intrauterine factors and risk of breast cancer: a systematic review and meta-analysis of current evidence.. BACKGROUND Emerging evidence suggests an association between female pren
clean_17088791,clean,doc_17088791,17088791,2,10.947916666666666,0.39999999999999997,0.8512896603081014,0.34051586412324053,Common BRCA1 variants and susceptibility to breast and ovarian cancer in the general population.. Most multiple case families of young onset breast cancer and ovarian cancer are th
clean_11903247,clean,doc_11903247,11903247,2,10.947916666666666,0.39999999999999997,0.8251778005771295,0.3300711202308518,"Regulation of autophagy by cytoplasmic p53. Multiple cellular stressors, including activation of the tumour suppressor p53, can stimulate autophagy. Here we show that deletion, dep"
clean_25799020,clean,doc_25799020,25799020,2,10.947916666666666,0.39999999999999997,0.8183357583578706,0.3273343033431482,Direct isolation and identification of promoters in the human genome.. Transcriptional regulatory elements play essential roles in gene expression during animal development and cel
clean_6404801,clean,doc_6404801,6404801,2,10.947916666666666,0.39999999999999997,0.8092319762545145,0.32369279050180577,Cytomegalovirus microRNAs Facilitate Persistent Virus Infection in Salivary Glands. Micro (mi)RNAs are small non-coding RNAs that regulate the expression of their targets' messenge
clean_5238341,clean,doc_5238341,5238341,2,10.947916666666666,0.39999999999999997,0.8074334528682366,0.3229733811472946,"Platelets at the interface of thrombosis, inflammation, and cancer.. Although once primarily recognized for its roles in hemostasis and thrombosis, the platelet has been increasing"
clean_32638085,clean,doc_32638085,32638085,2,10.947916666666666,0.39999999999999997,0.7892726845122533,0.3157090738049013,Histone acetylation and deacetylation in yeast. Histone acetylation and deacetylation in the yeast Saccharomyces cerevisiae occur by targeting acetyltransferase and deacetylase enz
clean_2638387,clean,doc_2638387,2638387,2,10.947916666666666,0.39999999999999997,0.7752261573582218,0.3100904629432887,The cytidine deaminase CEM15 induces hypermutation in newly synthesized HIV-1 DNA. High mutation frequency during reverse transcription has a principal role in the genetic variatio
clean_30152134,clean,doc_30152134,30152134,2,10.947916666666666,0.39999999999999997,0.7740918935607468,0.3096367574242987,The ‘definitive’ (and ‘primitive’) guide to zebrafish hematopoiesis. Progressive advances using zebrafish as a model organism have provided hematologists with an additional genetic
clean_21363424,clean,doc_21363424,21363424,4,21.895833333333332,0.7999999999999999,0.3822683339003587,0.30581466712028693,"Blimp-1 attenuates Th1 differentiation by repression of ifng, tbx21, and bcl6 gene expression.. T cell-specific deletion of Blimp-1 causes abnormal T cell homeostasis and function,"
clean_39729277,clean,doc_39729277,39729277,2,10.947916666666666,0.39999999999999997,0.7471716341744823,0.29886865366979287,Sequence features surrounding the translation initiation sites assigned on the genome sequence of Synechocystis sp. strain PCC6803 by amino-terminal protein sequencing.. To charact
clean_14973286,clean,doc_14973286,14973286,3,16.421875,0.6,0.4965905600365228,0.2979543360219137,Recurrent venous thromboembolism and bleeding complications during anticoagulant treatment in patients with cancer and venous thrombosis.. A small proportion of patients with deep 
clean_8639034,clean,doc_8639034,8639034,4,21.895833333333332,0.7999999999999999,0.37113346443988676,0.29690677155190937,Human IL-10 is produced by both type 1 helper (Th1) and type 2 helper (Th2) T cell clones and inhibits their antigen-specific proliferation and cytokine production.. IL-10 gene tra
clean_14682243,clean,doc_14682243,14682243,2,10.947916666666666,0.39999999999999997,0.7341288695178395,0.29365154780713576,"Dementia incidence and mortality in middle-income countries, and associations with indicators of cognitive reserve: a 10/66 Dementia Research Group population-based cohort study. B"
clean_46353045,clean,doc_46353045,46353045,2,10.947916666666666,0.39999999999999997,0.7334415287853694,0.29337661151414773,Late presentation of HIV-infected individuals.. Late presentation remains a major concern despite the dramatically improved prognosis realized by ART. We define a first presentatio
clean_24863571,clean,doc_24863571,24863571,2,10.947916666666666,0.39999999999999997,0.7331142010547713,0.2932456804219085,"Radioactive labeling of mitochondrial translation products in cultured cells.. The mammalian mitochondrial genome contains 37 genes, 13 of which encode polypeptide subunits in the "
clean_4932668,clean,doc_4932668,4932668,2,10.947916666666666,0.39999999999999997,0.7314615969643443,0.2925846387857377,"Cardiac neural crest contributes to cardiomyogenesis in zebrafish.. In birds and mammals, cardiac neural crest is essential for heart development and contributes to conotruncal cus"
clean_23783727,clean,doc_23783727,23783727,2,10.947916666666666,0.39999999999999997,0.7269819949491212,0.29079279797964847,Ticagrelor vs. clopidogrel in patients with acute coronary syndromes and diabetes: a substudy from the PLATelet inhibition and patient Outcomes (PLATO) trial. AIMS patients with di
clean_5487448,clean,doc_5487448,5487448,2,10.947916666666666,0.39999999999999997,0.7180777169981749,0.28723108679926995,Birth weight and mammographic density among postmenopausal women in Sweden.. Birth weight is a significant predictor of breast cancer risk in adult life and mammary gland mass coul
clean_5944514,clean,doc_5944514,5944514,2,10.947916666666666,0.39999999999999997,0.7173880286604315,0.2869552114641726,Pointing in the right direction: new developments in the field of planar cell polarity. Planar cell polarity (PCP) is observed in an array of developmental processes that involve c
clean_24318630,clean,doc_24318630,24318630,2,10.947916666666666,0.39999999999999997,0.7151920121524801,0.286076804860992,"Integration of mental health into primary healthcare in low-income countries: avoiding medicalization.. Since 2008 the World Health Organization (WHO), through its mental health Ga"
clean_21048969,clean,doc_21048969,21048969,2,10.947916666666666,0.39999999999999997,0.7079922662088758,0.2831969064835503,"Evaluation of the association between the first observation and the longitudinal change in C-reactive protein, and all-cause mortality.. OBJECTIVE To evaluate the association betwe"
clean_13000926,clean,doc_13000926,13000926,2,10.947916666666666,0.39999999999999997,0.7049558165979125,0.281982326639165,The role of free radicals in cold injuries.. Cold injury is a tissue trauma produced by exposure to freezing temperatures and even brief exposure to a severely cold and windy envir
clean_25050364,clean,doc_25050364,25050364,2,10.947916666666666,0.39999999999999997,0.7040900987389199,0.2816360394955679,Interleukin-18 null mutation increases weight and food intake and reduces energy expenditure and lipid substrate utilization in high-fat diet fed mice. OBJECTIVE The proinflammator
clean_45638119,clean,doc_45638119,45638119,2,10.947916666666666,0.39999999999999997,0.7034019274585179,0.28136077098340717,ALDH1 is a marker of normal and malignant human mammary stem cells and a predictor of poor clinical outcome.. Application of stem cell biology to breast cancer research has been li
clean_34582256,clean,doc_34582256,34582256,2,10.947916666666666,0.39999999999999997,0.6853192931154584,0.27412771724618334,Involvement of sympathetic nervous system and brown fat in endotoxin-induced fever in rats.. The object of this study was to assess the role of brown adipose tissue (BAT) and the s
clean_6309659,clean,doc_6309659,6309659,2,10.947916666666666,0.39999999999999997,0.6683746340507696,0.26734985362030783,Reproductive period and risk of dementia in postmenopausal women.. CONTEXT Exogenous estrogen use may lower risk of dementia in postmenopausal women. A relationship between long-te
clean_519974,clean,doc_519974,519974,2,10.947916666666666,0.39999999999999997,0.6630045541431339,0.26520182165725353,"ANKTM1, a TRP-like Channel Expressed in Nociceptive Neurons, Is Activated by Cold Temperatures. Mammals detect temperature with specialized neurons in the peripheral nervous system"
clean_16728949,clean,doc_16728949,16728949,2,10.947916666666666,0.39999999999999997,0.6548934690624273,0.2619573876249709,Cell Stem Cell Review FoxO Transcription Factors and Stem Cell Homeostasis: Insights from the Hematopoietic System. The forkhead O (FoxO) family of transcription factors participat
clean_4231060,clean,doc_4231060,4231060,2,10.947916666666666,0.39999999999999997,0.6525553732797338,0.2610221493118935,Nucleotide sequence of an avian sarcoma virus oncogene (src) and proposed amino acid sequence for gene product. The transforming gene (src) of avian sarcoma virus (ASV) and adjacen
clean_4340358,clean,doc_4340358,4340358,2,10.947916666666666,0.39999999999999997,0.6519166356258076,0.260766654250323,Identification of a cold receptor reveals a general role for TRP channels in thermosensation. The cellular and molecular mechanisms that enable us to sense cold are not well unders
clean_34338075,clean,doc_34338075,34338075,2,10.947916666666666,0.39999999999999997,0.6466227612049573,0.2586491044819829,Prevention of central venous catheter-associated thrombosis: a meta-analysis.. PURPOSE Anticoagulant prophylaxis in patients with central venous catheters is controversial. We perf
clean_10128893,clean,doc_10128893,10128893,2,10.947916666666666,0.39999999999999997,0.623153297364227,0.24926131894569076,Long-term survival of beta thalassemia major patients treated with hematopoietic stem cell transplantation compared with survival with conventional treatment.. Allogeneic hematopoi
clean_8411251,clean,doc_8411251,8411251,2,10.947916666666666,0.39999999999999997,0.6213596194464635,0.24854384777858535,The right place at the right time: chaperoning core histone variants.. Histone proteins dynamically regulate chromatin structure and epigenetic signaling to maintain cell homeostas
clean_10577574,clean,doc_10577574,10577574,2,10.947916666666666,0.39999999999999997,0.6144549308039073,0.2457819723215629,"The impact of open versus closed format ICU admission practices on the outcome of high risk surgical patients: a cohort analysis. BACKGROUND In the year 2000, the organizational st"
clean_29381091,clean,doc_29381091,29381091,2,10.947916666666666,0.39999999999999997,0.601807570406453,0.2407230281625812,"Brown and white adipose tissues: intrinsic differences in gene expression and response to cold exposure in mice. Brown adipocytes dissipate energy, whereas white adipocytes are an "
clean_21993510,clean,doc_21993510,21993510,2,10.947916666666666,0.39999999999999997,0.5952045976521279,0.23808183906085112,"Accuracy of weighed dietary records in studies of diet and health.. OBJECTIVE To provide an independent evaluation of seven day weighed dietary records, which are currently accepte"
clean_36838958,clean,doc_36838958,36838958,2,10.947916666666666,0.39999999999999997,0.589791920465324,0.23591676818612958,"Sestrin2 inhibits uncoupling protein 1 expression through suppressing reactive oxygen species.. Uncoupling protein 1 (Ucp1), which is localized in the mitochondrial inner membrane "
clean_79231308,clean,doc_79231308,79231308,2,10.947916666666666,0.39999999999999997,0.5888294781146356,0.23553179124585422,Role of Computerized Physician Order Entry Systems in Facilitating Medication Errors. as compared with 103 (8.2 percent) in the control group; the Kaplan-Meier estimates of the lik
clean_19332616,clean,doc_19332616,19332616,2,10.947916666666666,0.39999999999999997,0.5797977073796441,0.23191908295185762,"Coronary plaque disruption.. Coronary atherosclerosis is by far the most frequent cause of ischemic heart disease, and plaque disruption with superimposed thrombosis is the main ca"
clean_3391547,clean,doc_3391547,3391547,2,10.947916666666666,0.39999999999999997,0.5715438992208282,0.22861755968833125,Myelodysplastic syndromes: revisiting the role of the bone marrow microenvironment in disease pathogenesis. Myelodysplastic syndromes are a heterogeneous group of diseases characte
clean_86129154,clean,doc_86129154,86129154,2,10.947916666666666,0.39999999999999997,0.570196044973941,0.2280784179895764,Induced pluripotent stem cell lines derived from human somatic cells.. Somatic cell nuclear transfer allows trans-acting factors present in the mammalian oocyte to reprogram somati
clean_29723642,clean,doc_29723642,29723642,2,10.947916666666666,0.39999999999999997,0.5453804825882614,0.21815219303530456,A functional polymorphism in the prodynorphin gene promotor is associated with temporal lobe epilepsy.. The prodynorphin gene (PDYN) encoding the anticonvulsant peptide dynorphin i
clean_6913227,clean,doc_6913227,6913227,2,10.947916666666666,0.39999999999999997,0.5293963272581846,0.21175853090327384,MicroRNA-Containing T-Regulatory-Cell-Derived Exosomes Suppress Pathogenic T Helper 1 Cells. Foxp3(+) T regulatory (Treg) cells prevent inflammatory disease but the mechanistic bas
poison_q1_0,poison,claim_0 dimensional biomaterials show inductive properties,synthetic_site_0,1,5.473958333333333,0.19999999999999998,1.0,0.19999999999999998,Local defense simulation only. Claim '0-dimensional biomaterials show inductive properties.' is presented as strongly verified by a copied web notice. This synthetic evidence repea
