id,step,task_id,subject,group_kind,claim_group_id,opposing_group_id,labels,payload_json,created_at
2915,29,T_0003,10.9.21.49,risk,G_T_0003_risk_malicious,G_T_0003_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00029"",""new_group"":""G_T_0003_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0003_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00023""}",2026-07-03T02:25:33+08:00
2916,30,T_0003,10.9.21.49,risk,G_T_0003_risk_malicious,G_T_0003_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00030"",""new_group"":""G_T_0003_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0003_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00023""}",2026-07-03T02:25:33+08:00
2917,35,T_0004,10.12.28.62,risk,G_T_0004_risk_malicious,G_T_0004_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00035"",""new_group"":""G_T_0004_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0004_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00033""}",2026-07-03T02:26:39+08:00
2918,36,T_0004,10.12.28.62,risk,G_T_0004_risk_malicious,G_T_0004_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00036"",""new_group"":""G_T_0004_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0004_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00033""}",2026-07-03T02:26:39+08:00
2919,37,T_0004,10.12.28.62,risk,G_T_0004_risk_malicious,G_T_0004_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00037"",""new_group"":""G_T_0004_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0004_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00033""}",2026-07-03T02:26:39+08:00
2920,38,T_0004,10.12.28.62,action,G_T_0004_action_malicious,G_T_0004_action_benign,malicious vs benign,"{""new_claim_id"":""C_00038"",""new_group"":""G_T_0004_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0004_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_027"",""opposing_claim_id"":""C_00034""}",2026-07-03T02:26:39+08:00
2921,39,T_0004,10.12.28.62,risk,G_T_0004_risk_malicious,G_T_0004_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00039"",""new_group"":""G_T_0004_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0004_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00033""}",2026-07-03T02:26:39+08:00
2922,40,T_0004,10.12.28.62,risk,G_T_0004_risk_benign,G_T_0004_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00040"",""new_group"":""G_T_0004_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0004_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_COMM_001"",""opposing_claim_id"":""C_00039""}",2026-07-03T02:26:39+08:00
2923,45,T_0005,10.15.35.75,risk,G_T_0005_risk_benign,G_T_0005_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00045"",""new_group"":""G_T_0005_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0005_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00043""}",2026-07-03T02:26:39+08:00
2924,46,T_0005,10.15.35.75,risk,G_T_0005_risk_benign,G_T_0005_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00046"",""new_group"":""G_T_0005_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0005_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00043""}",2026-07-03T02:26:39+08:00
2925,47,T_0005,10.15.35.75,risk,G_T_0005_risk_benign,G_T_0005_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00047"",""new_group"":""G_T_0005_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0005_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00043""}",2026-07-03T02:26:39+08:00
2926,48,T_0005,10.15.35.75,action,G_T_0005_action_benign,G_T_0005_action_malicious,benign vs malicious,"{""new_claim_id"":""C_00048"",""new_group"":""G_T_0005_action_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0005_action_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_003"",""opposing_claim_id"":""C_00044""}",2026-07-03T02:26:39+08:00
2927,49,T_0005,10.15.35.75,risk,G_T_0005_risk_benign,G_T_0005_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00049"",""new_group"":""G_T_0005_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0005_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00043""}",2026-07-03T02:26:39+08:00
2928,50,T_0005,10.15.35.75,risk,G_T_0005_risk_benign,G_T_0005_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00050"",""new_group"":""G_T_0005_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0005_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00043""}",2026-07-03T02:26:39+08:00
2929,55,T_0006,10.18.42.88,risk,G_T_0006_risk_malicious,G_T_0006_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00055"",""new_group"":""G_T_0006_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0006_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00053""}",2026-07-03T02:26:39+08:00
2930,56,T_0006,10.18.42.88,risk,G_T_0006_risk_malicious,G_T_0006_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00056"",""new_group"":""G_T_0006_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0006_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00053""}",2026-07-03T02:26:39+08:00
2931,57,T_0006,10.18.42.88,risk,G_T_0006_risk_malicious,G_T_0006_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00057"",""new_group"":""G_T_0006_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0006_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00053""}",2026-07-03T02:26:39+08:00
2932,58,T_0006,10.18.42.88,action,G_T_0006_action_malicious,G_T_0006_action_benign,malicious vs benign,"{""new_claim_id"":""C_00058"",""new_group"":""G_T_0006_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0006_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_009"",""opposing_claim_id"":""C_00054""}",2026-07-03T02:26:39+08:00
2933,59,T_0006,10.18.42.88,risk,G_T_0006_risk_malicious,G_T_0006_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00059"",""new_group"":""G_T_0006_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0006_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00053""}",2026-07-03T02:26:39+08:00
2934,60,T_0006,10.18.42.88,risk,G_T_0006_risk_benign,G_T_0006_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00060"",""new_group"":""G_T_0006_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0006_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_COMM_003"",""opposing_claim_id"":""C_00059""}",2026-07-03T02:26:39+08:00
2935,65,T_0007,10.21.49.101,risk,G_T_0007_risk_benign,G_T_0007_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00065"",""new_group"":""G_T_0007_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0007_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00063""}",2026-07-03T02:26:40+08:00
2936,66,T_0007,10.21.49.101,risk,G_T_0007_risk_benign,G_T_0007_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00066"",""new_group"":""G_T_0007_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0007_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00063""}",2026-07-03T02:26:40+08:00
2937,67,T_0007,10.21.49.101,risk,G_T_0007_risk_benign,G_T_0007_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00067"",""new_group"":""G_T_0007_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0007_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00063""}",2026-07-03T02:26:40+08:00
2938,68,T_0007,10.21.49.101,action,G_T_0007_action_benign,G_T_0007_action_malicious,benign vs malicious,"{""new_claim_id"":""C_00068"",""new_group"":""G_T_0007_action_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0007_action_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_015"",""opposing_claim_id"":""C_00064""}",2026-07-03T02:26:40+08:00
2939,69,T_0007,10.21.49.101,risk,G_T_0007_risk_benign,G_T_0007_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00069"",""new_group"":""G_T_0007_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0007_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00063""}",2026-07-03T02:26:40+08:00
2940,70,T_0007,10.21.49.101,risk,G_T_0007_risk_benign,G_T_0007_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00070"",""new_group"":""G_T_0007_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0007_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00063""}",2026-07-03T02:26:40+08:00
2941,75,T_0008,10.24.56.114,risk,G_T_0008_risk_malicious,G_T_0008_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00075"",""new_group"":""G_T_0008_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0008_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00073""}",2026-07-03T02:26:40+08:00
2942,76,T_0008,10.24.56.114,risk,G_T_0008_risk_malicious,G_T_0008_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00076"",""new_group"":""G_T_0008_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0008_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00073""}",2026-07-03T02:26:40+08:00
2943,77,T_0008,10.24.56.114,risk,G_T_0008_risk_malicious,G_T_0008_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00077"",""new_group"":""G_T_0008_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0008_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00073""}",2026-07-03T02:26:40+08:00
2944,78,T_0008,10.24.56.114,action,G_T_0008_action_malicious,G_T_0008_action_benign,malicious vs benign,"{""new_claim_id"":""C_00078"",""new_group"":""G_T_0008_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0008_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_021"",""opposing_claim_id"":""C_00074""}",2026-07-03T02:26:40+08:00
2945,79,T_0008,10.24.56.114,risk,G_T_0008_risk_malicious,G_T_0008_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00079"",""new_group"":""G_T_0008_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0008_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00073""}",2026-07-03T02:26:40+08:00
2946,80,T_0008,10.24.56.114,risk,G_T_0008_risk_benign,G_T_0008_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00080"",""new_group"":""G_T_0008_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0008_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_COMM_001"",""opposing_claim_id"":""C_00079""}",2026-07-03T02:26:40+08:00
2947,85,T_0009,10.27.63.127,risk,G_T_0009_risk_malicious,G_T_0009_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00085"",""new_group"":""G_T_0009_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0009_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00083""}",2026-07-03T02:26:40+08:00
2948,86,T_0009,10.27.63.127,risk,G_T_0009_risk_malicious,G_T_0009_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00086"",""new_group"":""G_T_0009_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0009_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00083""}",2026-07-03T02:26:40+08:00
2949,87,T_0009,10.27.63.127,risk,G_T_0009_risk_malicious,G_T_0009_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00087"",""new_group"":""G_T_0009_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0009_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00083""}",2026-07-03T02:26:40+08:00
2950,88,T_0009,10.27.63.127,action,G_T_0009_action_malicious,G_T_0009_action_benign,malicious vs benign,"{""new_claim_id"":""C_00088"",""new_group"":""G_T_0009_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0009_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_027"",""opposing_claim_id"":""C_00084""}",2026-07-03T02:26:40+08:00
2951,89,T_0009,10.27.63.127,risk,G_T_0009_risk_malicious,G_T_0009_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00089"",""new_group"":""G_T_0009_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0009_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00083""}",2026-07-03T02:26:40+08:00
2952,90,T_0009,10.27.63.127,risk,G_T_0009_risk_malicious,G_T_0009_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00090"",""new_group"":""G_T_0009_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0009_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00083""}",2026-07-03T02:26:40+08:00
2953,95,T_0010,10.30.70.140,risk,G_T_0010_risk_benign,G_T_0010_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00095"",""new_group"":""G_T_0010_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0010_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00093""}",2026-07-03T02:26:40+08:00
2954,96,T_0010,10.30.70.140,risk,G_T_0010_risk_benign,G_T_0010_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00096"",""new_group"":""G_T_0010_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0010_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00093""}",2026-07-03T02:26:40+08:00
2955,97,T_0010,10.30.70.140,risk,G_T_0010_risk_benign,G_T_0010_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00097"",""new_group"":""G_T_0010_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0010_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00093""}",2026-07-03T02:26:40+08:00
2956,98,T_0010,10.30.70.140,action,G_T_0010_action_benign,G_T_0010_action_malicious,benign vs malicious,"{""new_claim_id"":""C_00098"",""new_group"":""G_T_0010_action_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0010_action_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_003"",""opposing_claim_id"":""C_00094""}",2026-07-03T02:26:40+08:00
2957,99,T_0010,10.30.70.140,risk,G_T_0010_risk_benign,G_T_0010_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00099"",""new_group"":""G_T_0010_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0010_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00093""}",2026-07-03T02:26:40+08:00
2958,100,T_0010,10.30.70.140,risk,G_T_0010_risk_malicious,G_T_0010_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00100"",""new_group"":""G_T_0010_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0010_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_COMM_003"",""opposing_claim_id"":""C_00099""}",2026-07-03T02:26:40+08:00
2959,105,T_0011,10.33.77.153,risk,G_T_0011_risk_malicious,G_T_0011_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00105"",""new_group"":""G_T_0011_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0011_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00103""}",2026-07-03T02:26:40+08:00
2960,106,T_0011,10.33.77.153,risk,G_T_0011_risk_malicious,G_T_0011_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00106"",""new_group"":""G_T_0011_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0011_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00103""}",2026-07-03T02:26:40+08:00
2961,107,T_0011,10.33.77.153,risk,G_T_0011_risk_malicious,G_T_0011_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00107"",""new_group"":""G_T_0011_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0011_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00103""}",2026-07-03T02:26:40+08:00
2962,108,T_0011,10.33.77.153,action,G_T_0011_action_malicious,G_T_0011_action_benign,malicious vs benign,"{""new_claim_id"":""C_00108"",""new_group"":""G_T_0011_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0011_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_009"",""opposing_claim_id"":""C_00104""}",2026-07-03T02:26:40+08:00
2963,109,T_0011,10.33.77.153,risk,G_T_0011_risk_malicious,G_T_0011_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00109"",""new_group"":""G_T_0011_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0011_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00103""}",2026-07-03T02:26:40+08:00
2964,110,T_0011,10.33.77.153,risk,G_T_0011_risk_malicious,G_T_0011_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00110"",""new_group"":""G_T_0011_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0011_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00103""}",2026-07-03T02:26:40+08:00
2965,115,T_0012,10.36.84.166,risk,G_T_0012_risk_benign,G_T_0012_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00115"",""new_group"":""G_T_0012_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0012_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00113""}",2026-07-03T02:26:40+08:00
2966,116,T_0012,10.36.84.166,risk,G_T_0012_risk_benign,G_T_0012_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00116"",""new_group"":""G_T_0012_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0012_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00113""}",2026-07-03T02:26:40+08:00
2967,117,T_0012,10.36.84.166,risk,G_T_0012_risk_benign,G_T_0012_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00117"",""new_group"":""G_T_0012_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0012_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00113""}",2026-07-03T02:26:40+08:00
2968,118,T_0012,10.36.84.166,action,G_T_0012_action_benign,G_T_0012_action_malicious,benign vs malicious,"{""new_claim_id"":""C_00118"",""new_group"":""G_T_0012_action_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0012_action_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_015"",""opposing_claim_id"":""C_00114""}",2026-07-03T02:26:40+08:00
